,Number of axles,Tollplaza id,Tollplaza code
2484,2,4102,PC8C9B099
2485,2,4246,PC95F5F6B
2486,4,4801,PC119E3A6
2487,2,4615,PC1ECBA39
2488,4,4748,PCF2ECD29
2489,4,4843,PC400DFFE
2490,2,4165,PC0D2B95C
2491,4,4023,PC77793DF
2492,2,4411,PC3AA93E6
2493,2,4078,PC8473A64
2494,2,4966,PC4E6422C
2495,2,4352,PC99B9343
2496,2,4514,PC374C341
2497,2,4457,PCFBF2259
2498,4,4491,PCA52F720
2499,2,4230,PC19CE0DB
2500,4,4712,PC94168A2
2501,2,4356,PCF1979AE
2502,2,4083,PC90346C9
2503,4,4129,PCA6127FF
2504,2,4545,PC419B1CB
2505,4,5002,PC585BD38
2506,2,4426,PCC0E943C
2507,4,4000,PC69C7DF3
2508,2,4350,PCEDD7E85
2509,2,4747,PC5E524A1
2510,2,4470,PCB4FF8FA
2511,2,4957,PC8DFFE65
2512,4,4789,PCBE8B2AB
2513,2,4637,PCE9C770E
2514,2,4668,PCBB055C6
2515,2,4583,PC0567192
2516,4,4697,PCFDB2BA6
2517,4,4453,PC5EC8DF5
2518,4,4816,PCB500A9F
2519,4,4373,PC8806694
2520,2,4648,PC576AD85
2521,2,4841,PCE45DE8D
2522,2,4734,PCE4C5D8E
2523,4,4166,PCE450C55
2524,2,4772,PC7368097
2525,2,4757,PC126524C
2526,2,4987,PCF4A9637
2527,2,4672,PC03AE86F
2528,4,4836,PCE78024A
2529,2,4414,PC40BD0F3
2530,2,4430,PC52EA95D
2531,2,4114,PC4CD2B81
2532,2,5007,PC869BDE8
2533,2,4932,PC46C4A27
2534,2,4082,PCF86214E
2535,4,4120,PC6700C62
2536,4,4198,PCB0994D1
2537,2,4891,PC57036DA
2538,2,4852,PC68969FB
2539,4,4600,PCB99E8F9
2540,2,4250,PCC695DB0
2541,2,4910,PC75BC2DF
2542,2,4769,PC10C50DC
2543,4,4626,PC93E7766
2544,2,4102,PC8C9B099
2545,2,4478,PCB02917E
2546,2,4074,PCCAFD014
2547,2,4376,PCA283923
2548,2,4479,PCCA36E4D
2549,4,4832,PC34ECAB5
2550,2,4553,PC1D57D7F
2551,4,4550,PC21A1833
2552,2,4564,PC29D136F
2553,2,4580,PC48664B7
2554,2,4333,PCCCAD2AC
2555,4,4285,PCB524A9F
2556,2,4497,PC76FDDEA
2557,2,4329,PCF9CCB5A
2558,2,4658,PC1A58039
2559,4,4898,PC0AE9E1B
2560,4,4139,PC924C594
2561,2,4081,PCC825DB2
2562,4,4194,PC96AD1EB
2563,2,4084,PC71D433F
2564,2,4281,PC2804C85
2565,2,4285,PCB524A9F
2566,2,4154,PC2C2EF9E
2567,4,4928,PC16E79D4
2568,2,4066,PC883FCA9
2569,2,4758,PCCE12794
2570,2,4679,PC88494D0
2571,2,4584,PC1085B78
2572,2,4372,PC1E0F3B6
2573,2,4801,PC119E3A6
2574,2,4695,PC4A5D62F
2575,2,4752,PC99A4177
2576,2,4826,PCE1DDBB4
2577,2,4786,PCB7F1F8A
2578,2,4219,PC40E6113
2579,2,4487,PCA92F2BD
2580,2,4586,PC4A40D50
2581,2,4516,PCF7F25B7
2582,4,4869,PCF775FA6
2583,2,4711,PC340B4DE
2584,2,4170,PC8CA1B15
2585,2,4141,PC13CB69B
2586,2,4627,PCA965149
2587,4,4782,PC6802C08
2588,2,4453,PC5EC8DF5
2589,2,4156,PC6BCA05F
2590,2,4462,PCE29AA1A
2591,2,4069,PCC48608C
2592,2,4113,PC78D4122
2593,2,4100,PCC6DD8D5
2594,4,4280,PC03A5F23
2595,2,4600,PCB99E8F9
2596,4,4154,PC2C2EF9E
2597,2,4428,PCB616FAD
2598,2,4613,PCEBBFFB5
2599,2,4179,PC5738A82
2600,2,4983,PCC3E4ADA
2601,2,4697,PCFDB2BA6
2602,4,4483,PC7F7FFF0
2603,2,4486,PC3AF69A3
2604,2,4990,PCFE28E92
2605,2,4871,PC397AFA3
2606,2,4996,PC6A4F55F
2607,2,4552,PC05BD3DF
2608,2,4941,PCA6403C1
2609,2,4794,PC4E1366E
2610,4,4747,PC5E524A1
2611,2,4022,PCF135377
2612,2,4835,PC4645718
2613,2,4025,PC5ABB8E4
2614,4,4750,PCD987A9D
2615,2,4481,PC30AAE76
2616,2,4809,PCAD363FC
2617,4,4353,PC79BCF60
2618,4,4023,PC77793DF
2619,4,4031,PC0214185
2620,2,4596,PC6558A56
2621,2,4442,PC05C2F86
2622,2,5008,PC48D61BB
2623,2,4209,PC494D54E
2624,2,4621,PC9FB4E82
2625,2,4238,PCE0A2A2F
2626,2,4619,PC2EFBBE0
2627,2,4641,PCAA9F518
2628,4,4520,PC8140983
2629,2,4723,PC20BD6E6
2630,2,4319,PCAD79413
2631,2,4867,PC5A6D86E
2632,4,4282,PCCE002E5
2633,2,4943,PC0A5DC1F
2634,2,4431,PC3A23C14
2635,2,4687,PC52E7369
2636,2,4475,PCCC0D001
2637,4,4325,PC8FC83B3
2638,2,4329,PCF9CCB5A
2639,2,4418,PCF6EECB2
2640,2,4741,PC85A4D4B
2641,2,4576,PC394C979
2642,2,4061,PC3A63A79
2643,2,4820,PCC30C735
2644,2,4055,PCA06B2F1
2645,2,4071,PCDBBCB68
2646,2,4906,PC3D58C5E
2647,2,4815,PC19C02F1
2648,2,4057,PC4B0DCD2
2649,2,4943,PC0A5DC1F
2650,2,4844,PCC48E3A8
2651,2,4419,PC99BB7A3
2652,4,4566,PC637A425
2653,2,4149,PC99F9ABD
2654,2,4288,PC12AA919
2655,2,4809,PCAD363FC
2656,2,4483,PC7F7FFF0
2657,2,4326,PC356AE8F
2658,4,4142,PC7ACFF7C
2659,4,4248,PC45EBEBC
2660,2,4718,PC81E83B9
2661,2,4718,PC81E83B9
2662,4,4110,PCF891CEB
2663,2,4200,PCBA86754
2664,2,4364,PCB33ACE8
2665,2,4947,PCE4A44BE
2666,2,4189,PC7655FC1
2667,2,4157,PC7305E43
2668,2,4738,PC06E9A80
2669,4,4044,PC3546931
2670,2,4206,PCAC34A40
2671,4,4361,PC2E0C888
2672,2,4907,PCCEEF65A
2673,2,4762,PC1A3D20B
2674,2,4386,PC948D5B2
2675,2,4323,PC1D9ADA9
2676,2,4493,PC124B4C0
2677,2,4425,PC41B834E
2678,4,4778,PCCCADDBD
2679,2,4564,PC29D136F
2680,2,4233,PC57279D0
2681,4,4883,PCB325DCD
2682,2,4207,PC76EDF79
2683,2,4971,PC0BD172F
2684,4,4158,PCAA68777
2685,2,4717,PC44877F1
2686,4,4996,PC6A4F55F
2687,2,4406,PC7A54E18
2688,2,4854,PCB6F1968
2689,2,4173,PC0EB640E
2690,4,4703,PC395ADCB
2691,4,4031,PC0214185
2692,2,4069,PCC48608C
2693,2,4691,PCFAB001F
2694,2,4889,PC3547FAD
2695,2,4872,PC5B45CE7
2696,2,4294,PC867796D
2697,2,4771,PC71FE98A
2698,2,4862,PC3BDDA71
2699,2,4898,PC0AE9E1B
2700,2,4894,PCDADB8C6
2701,2,4823,PC89A3BCF
2702,2,4910,PC75BC2DF
2703,2,4229,PCD0DDD3D
2704,2,4137,PC4FA703F
2705,2,4255,PCB7E7138
2706,2,4192,PC74F6341
2707,2,4461,PCACD9839
2708,2,4638,PCB7AC8AA
2709,2,4557,PC6C80A46
2710,2,4881,PCDE20E6F
2711,2,4688,PCCB4C86D
2712,2,4801,PC119E3A6
2713,2,4574,PCC1F6F13
2714,2,4275,PC1DA31F7
2715,4,4040,PCB335328
2716,2,4419,PC99BB7A3
2717,2,4990,PCFE28E92
2718,4,4257,PC1AB9C93
2719,2,4919,PC7A3A5CF
2720,2,4614,PC08910B7
2721,2,4505,PCEF64195
2722,2,4035,PC1B1D964
2723,2,4073,PCA3797CA
2724,2,4925,PCE5E04A2
2725,2,4771,PC71FE98A
2726,2,4670,PC2BE6D87
2727,4,4652,PC74A3585
2728,2,4876,PCDFCFF53
2729,2,4039,PC73BE1E2
2730,2,4477,PCA857A23
2731,2,4433,PC1DEB043
2732,2,4981,PC6B14C5D
2733,2,4054,PC7E79FA0
2734,2,4003,PC83F544D
2735,2,4086,PC23E470D
2736,4,4264,PC9DFEBB0
2737,2,4158,PCAA68777
2738,2,4739,PC07289CF
2739,2,4626,PC93E7766
2740,2,4458,PCECEBBFA
2741,2,4219,PC40E6113
2742,2,4329,PCF9CCB5A
2743,2,4108,PC7C55512
2744,4,4912,PC526B1EC
2745,2,4226,PCDC5C9E2
2746,4,4781,PC0D83A1E
2747,2,4379,PC87C8BC4
2748,2,4707,PC98F856D
2749,2,4705,PC174C464
2750,4,4379,PC87C8BC4
2751,4,4386,PC948D5B2
2752,2,4923,PC8A7A22A
2753,4,4143,PC5F47DCF
2754,2,4496,PC3FD65C8
2755,4,4878,PC08F56A1
2756,2,4989,PC7D7AE48
2757,2,4190,PCDFC1E11
2758,4,4130,PC9F22103
2759,4,4682,PCBB02F92
2760,2,4901,PCE32D2F9
2761,2,4882,PC8616CD8
2762,2,4187,PCF8D98DC
2763,2,4626,PC93E7766
2764,2,4262,PCCB12F8C
2765,2,4097,PCB1B5BEC
2766,4,4678,PCD175301
2767,2,4551,PCCA5979C
2768,2,4322,PC262D624
2769,2,4541,PCC6A4CD8
2770,2,4448,PC19F3DBB
2771,4,4855,PC03C5C15
2772,2,4032,PC578F087
2773,4,4661,PC1585DF2
2774,4,4649,PCC3608EC
2775,2,4104,PC0A63844
2776,2,4892,PC7AA5B2F
2777,2,4635,PC3C8B99E
2778,2,4450,PC0B2B03E
2779,4,4482,PCB6A16D7
2780,2,4370,PC70B7987
2781,2,4057,PC4B0DCD2
2782,2,4402,PC85224D1
2783,2,4933,PC419F41D
2784,2,4044,PC3546931
2785,2,4886,PC4D892D7
2786,2,4053,PC5F1CD83
2787,4,4682,PCBB02F92
2788,4,4631,PCFFF6463
2789,2,4432,PC4CBEFF5
2790,4,4964,PC52C0F45
2791,2,4088,PC14008D5
2792,2,4699,PC2C1B987
2793,2,4765,PC795A0A3
2794,2,4942,PCD51A740
2795,2,4234,PC5EBC1E1
2796,2,4375,PCAE085FE
2797,4,4143,PC5F47DCF
2798,2,4603,PC485BE5B
2799,2,4629,PCC5E1C04
2800,4,4513,PC52F533C
2801,2,4465,PCA227C6B
2802,2,4499,PC1EEDA04
2803,4,4144,PCAC7E4C1
2804,4,4481,PC30AAE76
2805,2,4136,PCA579A65
2806,2,4271,PC28E44E2
2807,4,4129,PCA6127FF
2808,2,4004,PCB278A8B
2809,4,4719,PCBD66B01
2810,2,4122,PC8ED616E
2811,2,4498,PCA770E5A
2812,2,4625,PC186BCA8
2813,2,4497,PC76FDDEA
2814,2,4131,PC4C9B108
2815,2,4978,PCF0B5E85
2816,2,4837,PCA10FFA0
2817,4,4876,PCDFCFF53
2818,4,4459,PCD9CAD56
2819,4,4243,PCC4F7DCE
2820,2,4698,PC8BCEB19
2821,4,4477,PCA857A23
2822,2,4363,PC62E1338
2823,4,4719,PCBD66B01
2824,4,4766,PCE36658B
2825,2,4664,PC52D063A
2826,4,4768,PC7BEFC3B
2827,2,4218,PC8DF4919
2828,2,4831,PC0EC3E54
2829,2,4012,PCEF5C190
2830,2,4977,PCB077F18
2831,2,4089,PC3CCA187
2832,2,4231,PC016D687
2833,4,4899,PC4967767
2834,2,4976,PC5149039
2835,2,4850,PC4061987
2836,4,4572,PCC9756B2
2837,4,4820,PCC30C735
2838,2,4228,PC4F78F1B
2839,2,4402,PC85224D1
2840,2,4216,PC53B475D
2841,4,4331,PC47300D9
2842,2,4402,PC85224D1
2843,2,4046,PCAC345FD
2844,2,4926,PCCBCFEDE
2845,2,4283,PC953B572
2846,2,4275,PC1DA31F7
2847,4,4564,PC29D136F
2848,2,4841,PCE45DE8D
2849,2,4975,PC818101A
2850,2,4306,PC5D6563A
2851,2,4349,PC5AB6779
2852,4,5006,PC7A260F1
2853,2,4050,PC822E359
2854,2,4016,PCCD7399B
2855,2,4963,PC704EF75
2856,2,4901,PCE32D2F9
2857,2,4910,PC75BC2DF
2858,2,4902,PC425C6EC
2859,4,4838,PCEECD973
2860,2,4124,PC3338D42
2861,2,4133,PC30FC453
2862,2,4907,PCCEEF65A
2863,2,4426,PCC0E943C
2864,2,4119,PC9EBEDB5
2865,2,4115,PCF5D4B0A
2866,2,4119,PC9EBEDB5
2867,2,4057,PC4B0DCD2
2868,2,4007,PCDF9F773
2869,2,4781,PC0D83A1E
2870,2,4566,PC637A425
2871,2,4039,PC73BE1E2
2872,2,4068,PC55432DA
2873,2,4488,PC19D06B0
2874,2,4762,PC1A3D20B
2875,2,4637,PCE9C770E
2876,2,4623,PCAA67227
2877,2,4030,PCA8A9AA8
2878,2,4978,PCF0B5E85
2879,2,4579,PC926F0A9
2880,4,4998,PCD9C5406
2881,2,4268,PC6CC51DA
2882,2,4878,PC08F56A1
2883,2,4075,PC2125618
2884,2,4669,PC36675CE
2885,4,4324,PC9C3D708
2886,2,4894,PCDADB8C6
2887,2,4611,PC2EBEAB9
2888,2,4557,PC6C80A46
2889,2,4604,PC0553E32
2890,2,4813,PCACF7982
2891,2,4564,PC29D136F
2892,2,4985,PCCA71D2C
2893,2,4993,PC0F0AB4E
2894,2,4473,PC51FDD60
2895,2,4395,PC6F25DF0
2896,4,4789,PCBE8B2AB
2897,2,4070,PCEECA8B2
2898,4,5000,PCFE7F7FE
2899,2,4887,PC81776BA
2900,2,4011,PC680DEC6
2901,2,4845,PCEEC0DB3
2902,2,4251,PCB30E45F
2903,2,4949,PC86E9EB7
2904,2,4430,PC52EA95D
2905,2,4308,PC94E7A96
2906,2,4559,PC93AAEC9
2907,2,4092,PC40C2E00
2908,2,4738,PC06E9A80
2909,2,4538,PCDE5402C
2910,2,4024,PC91E3A87
2911,2,4586,PC4A40D50
2912,2,4411,PC3AA93E6
2913,2,4783,PC9889263
2914,2,4502,PCB2CC82C
2915,2,4754,PC99AE725
2916,2,4452,PC8C7C5D7
2917,2,4975,PC818101A
2918,2,4138,PC79E328A
2919,4,4892,PC7AA5B2F
2920,4,4823,PC89A3BCF
2921,2,4978,PCF0B5E85
2922,4,4714,PC9B747F8
2923,4,4393,PC93CE517
2924,2,4877,PC155D90A
2925,2,4687,PC52E7369
2926,2,4718,PC81E83B9
2927,2,4027,PCE7A4F34
2928,2,4962,PCF858E11
2929,2,4665,PCF63C15F
2930,4,4728,PC07BF95F
2931,2,4018,PCCB2657A
2932,2,4904,PC36C6441
2933,2,4228,PC4F78F1B
2934,4,4785,PC787D664
2935,2,4162,PC51A39A7
2936,2,4253,PC82A16E6
2937,2,4361,PC2E0C888
2938,2,4243,PCC4F7DCE
2939,2,4608,PCACD1BEE
2940,4,4697,PCFDB2BA6
2941,4,4884,PC3FB1BB6
2942,4,4846,PCBABD060
2943,2,4151,PC0AB2B55
2944,2,4877,PC155D90A
2945,2,4062,PCDA37101
2946,2,4740,PC04EDDB4
2947,4,4183,PCF5E7754
2948,4,4370,PC70B7987
2949,2,4494,PC1592ACA
2950,2,4339,PCDE1D204
2951,2,4136,PCA579A65
2952,2,5003,PCAC9371E
2953,2,4333,PCCCAD2AC
2954,2,4436,PC0CF9451
2955,2,4385,PC148C815
2956,2,4942,PCD51A740
2957,2,4023,PC77793DF
2958,2,4042,PC5D4DE09
2959,2,4647,PCDD56814
2960,2,4610,PCA4D3E9B
2961,2,4319,PCAD79413
2962,2,4532,PC8DD921E
2963,2,4866,PC3137434
2964,2,4397,PCB070250
2965,4,4348,PCD66314D
2966,2,4857,PC59F4E22
2967,2,4151,PC0AB2B55
2968,2,4518,PCC7B407A
2969,2,4622,PCF31BD97
2970,2,4338,PC6203962
2971,4,4757,PC126524C
2972,2,4691,PCFAB001F
2973,2,4981,PC6B14C5D
2974,2,4048,PC1FE6483
2975,2,4781,PC0D83A1E
2976,2,4115,PCF5D4B0A
2977,2,4412,PC821BC98
2978,2,4682,PCBB02F92
2979,2,4298,PC3E474F6
2980,2,4467,PCF5E0389
2981,2,4604,PC0553E32
2982,2,4909,PCDED6F20
2983,2,4111,PC07F012A
2984,2,4928,PC16E79D4
2985,2,4483,PC7F7FFF0
2986,4,4852,PC68969FB
2987,2,4827,PC7D68CD9
2988,4,4666,PCE8CBA37
2989,2,4692,PC1CDFCF6
2990,2,4501,PC5D41947
2991,4,4930,PC22F748B
2992,2,4778,PCCCADDBD
2993,4,4672,PC03AE86F
2994,2,4097,PCB1B5BEC
2995,2,4033,PC783B5FC
2996,2,4519,PC92A6471
2997,4,4790,PC2387B02
2998,2,4390,PC983A913
2999,2,4107,PC7607A5D
3000,2,4482,PCB6A16D7
3001,2,4811,PCBF83C7A
3002,2,4580,PC48664B7
3003,2,4729,PC5170BF4
3004,4,4256,PC9DD0BBD
3005,2,4204,PC5881E06
3006,2,4713,PCD4A1214
3007,2,4120,PC6700C62
3008,2,4076,PC47B8825
3009,2,4620,PC43973F9
3010,2,4829,PCEC030F2
3011,2,4865,PCCACA741
3012,2,4686,PCD6E5E77
3013,2,4448,PC19F3DBB
3014,4,4484,PCEF56843
3015,2,4565,PC388BB83
3016,4,4530,PCA33A9A8
3017,4,4386,PC948D5B2
3018,2,4085,PC6150735
3019,2,4828,PCF712D1A
3020,4,4912,PC526B1EC
3021,4,4630,PCA26D872
3022,4,4531,PC857F4A0
3023,4,4343,PC0F6325D
3024,2,4084,PC71D433F
3025,2,4618,PC8F4AF85
3026,2,4234,PC5EBC1E1
3027,4,4025,PC5ABB8E4
3028,2,4681,PCBEB4D23
3029,2,4141,PC13CB69B
3030,4,4144,PCAC7E4C1
3031,2,4103,PC2B868A9
3032,2,4456,PC8DFF744
3033,2,4753,PC6AA246E
3034,2,4858,PC94DC1E6
3035,2,4641,PCAA9F518
3036,2,4297,PCDE89544
3037,2,4474,PCFEAE55E
3038,4,4963,PC704EF75
3039,4,4337,PCCF6A454
3040,2,4440,PCBE1B45D
3041,2,4195,PC308070B
3042,2,4005,PCB3DF742
3043,2,4704,PC47FBB07
3044,2,5004,PC2111CF9
3045,2,4578,PC90D44D0
3046,2,4560,PC5030572
3047,2,4226,PCDC5C9E2
3048,2,4968,PC251D4C1
3049,2,4111,PC07F012A
3050,2,4101,PCCC8F243
3051,2,4303,PC2E2E0C0
3052,2,4679,PC88494D0
3053,2,4802,PCBDD55F1
3054,2,4546,PCEF3EBBC
3055,2,4514,PC374C341
3056,2,4789,PCBE8B2AB
3057,2,4829,PCEC030F2
3058,2,4484,PCEF56843
3059,2,4143,PC5F47DCF
3060,2,4410,PC6EFC03B
3061,2,4013,PCE5BA2CE
3062,4,4869,PCF775FA6
3063,2,4815,PC19C02F1
3064,2,4078,PC8473A64
3065,4,4813,PCACF7982
3066,2,4208,PC1E49F6B
3067,2,4135,PCC943ECD
3068,2,4725,PCB905D54
3069,4,4556,PC18C31F6
3070,4,4800,PCA4DF48A
3071,4,4562,PC4C95CA2
3072,2,4781,PC0D83A1E
3073,4,4318,PCAD89FE3
3074,4,4846,PCBABD060
3075,4,4849,PCF764517
3076,2,4409,PC44E2F09
3077,2,4740,PC04EDDB4
3078,2,4089,PC3CCA187
3079,2,4300,PC666483B
3080,2,4953,PC1E2B07E
3081,2,4037,PC0A50259
3082,2,4336,PCD30AB50
3083,2,4750,PCD987A9D
3084,2,4171,PC36C9AE8
3085,2,4088,PC14008D5
3086,2,4538,PCDE5402C
3087,2,4577,PC8FE0901
3088,2,4211,PC0AB9251
3089,2,4658,PC1A58039
3090,2,4064,PC0B32B5B
3091,2,4537,PC10C700F
3092,4,4850,PC4061987
3093,2,4559,PC93AAEC9
3094,2,4581,PCC347465
3095,2,4886,PC4D892D7
3096,2,4423,PCF9F4940
3097,4,4311,PC7F02ED3
3098,2,4622,PCF31BD97
3099,4,4854,PCB6F1968
3100,2,4240,PC72FE04B
3101,4,4035,PC1B1D964
3102,2,4774,PCEBE834B
3103,4,4490,PC89C1789
3104,2,4715,PCFA0E4C0
3105,4,4968,PC251D4C1
3106,2,4621,PC9FB4E82
3107,2,4907,PCCEEF65A
3108,4,4477,PCA857A23
3109,4,4069,PCC48608C
3110,4,4044,PC3546931
3111,2,4566,PC637A425
3112,2,4107,PC7607A5D
3113,2,4176,PC11E9595
3114,2,4497,PC76FDDEA
3115,2,4668,PCBB055C6
3116,2,4664,PC52D063A
3117,2,4328,PC3777B8E
3118,2,4778,PCCCADDBD
3119,2,4368,PC909A324
3120,4,4108,PC7C55512
3121,4,4419,PC99BB7A3
3122,2,4160,PC6DC0ACF
3123,2,4684,PCA76178F
3124,2,4045,PCE952492
3125,2,4481,PC30AAE76
3126,2,4144,PCAC7E4C1
3127,2,4409,PC44E2F09
3128,4,4073,PCA3797CA
3129,4,4154,PC2C2EF9E
3130,2,4252,PCA32686D
3131,4,4967,PC2AFCB31
3132,2,4059,PC06E8A1C
3133,2,4779,PCC8FE9C6
3134,2,4660,PCB86D2E1
3135,4,4204,PC5881E06
3136,4,4327,PC16F59EC
3137,2,4796,PCEBEEE05
3138,4,4471,PC7E4F42A
3139,4,4820,PCC30C735
3140,2,4733,PC797AEBF
3141,4,4914,PC2F353E1
3142,4,4530,PCA33A9A8
3143,2,4570,PCAE45EC0
3144,2,4418,PCF6EECB2
3145,2,4000,PC69C7DF3
3146,2,4597,PCBDB8BB6
3147,2,4602,PC0D3474E
3148,2,4222,PC15EC378
3149,2,4781,PC0D83A1E
3150,2,4326,PC356AE8F
3151,4,4021,PC851E565
3152,2,4882,PC8616CD8
3153,4,4035,PC1B1D964
3154,2,4753,PC6AA246E
3155,4,4954,PCA276EBB
3156,2,4695,PC4A5D62F
3157,2,4627,PCA965149
3158,2,4920,PC42A3AB0
3159,2,4204,PC5881E06
3160,4,4838,PCEECD973
3161,2,4528,PC1269226
3162,2,4540,PC5CAF0A7
3163,4,4327,PC16F59EC
3164,2,4915,PC86B0D7B
3165,2,4252,PCA32686D
3166,2,4421,PCED2DB6F
3167,2,4988,PC46BE0B2
3168,2,4660,PCB86D2E1
3169,4,4024,PC91E3A87
3170,2,4798,PC17F8052
3171,4,4654,PCBA5D8AB
3172,2,4231,PC016D687
3173,4,4905,PCE1EA438
3174,2,4162,PC51A39A7
3175,4,4892,PC7AA5B2F
3176,2,4755,PC628DCED
3177,2,4005,PCB3DF742
3178,2,4926,PCCBCFEDE
3179,2,4018,PCCB2657A
3180,2,4411,PC3AA93E6
3181,4,4297,PCDE89544
3182,2,4061,PC3A63A79
3183,2,4490,PC89C1789
3184,2,4431,PC3A23C14
3185,2,4582,PC98750ED
3186,2,4161,PCF8F6133
3187,2,4104,PC0A63844
3188,2,4624,PCDF73A3C
3189,2,4106,PC9764C98
3190,2,4129,PCA6127FF
3191,2,4203,PC5295A46
3192,2,4737,PCED7EAFE
3193,2,4922,PC785D63F
3194,2,4475,PCCC0D001
3195,4,4083,PC90346C9
3196,2,4088,PC14008D5
3197,2,4717,PC44877F1
3198,2,4078,PC8473A64
3199,4,4433,PC1DEB043
3200,4,4240,PC72FE04B
3201,2,4920,PC42A3AB0
3202,4,4391,PCCFD9AB6
3203,2,4503,PC69DE15C
3204,2,4246,PC95F5F6B
3205,4,4602,PC0D3474E
3206,2,4771,PC71FE98A
3207,4,4398,PCE60D320
3208,2,4237,PC51D1059
3209,2,4612,PC871C1FC
3210,2,4322,PC262D624
3211,2,4458,PCECEBBFA
3212,2,4193,PC0282AE7
3213,2,4006,PCD8D05D7
3214,4,4549,PC2F1A066
3215,2,4266,PC39B17A9
3216,2,4524,PCF8BB245
3217,4,4557,PC6C80A46
3218,2,4588,PC3172195
3219,2,4297,PCDE89544
3220,2,4000,PC69C7DF3
3221,2,4299,PCAD3B9BC
3222,2,4606,PC0C535B6
3223,2,4945,PC95BD14B
3224,2,4647,PCDD56814
3225,2,4359,PCB27CFF1
3226,2,4571,PC2308E9E
3227,4,4788,PC00AE965
3228,2,4179,PC5738A82
3229,2,4483,PC7F7FFF0
3230,4,4901,PCE32D2F9
3231,2,4800,PCA4DF48A
3232,2,4399,PCCA288FE
3233,2,4668,PCBB055C6
3234,2,4171,PC36C9AE8
3235,2,4439,PC845CEA6
3236,2,4468,PC040ADB3
3237,2,4024,PC91E3A87
3238,2,4491,PCA52F720
3239,4,4272,PC09BDC08
3240,2,4219,PC40E6113
3241,2,4950,PC4F71E72
3242,2,4131,PC4C9B108
3243,2,4170,PC8CA1B15
3244,2,4066,PC883FCA9
3245,4,4349,PC5AB6779
3246,4,4001,PC58105BF
3247,4,4986,PC9787B8A
3248,2,4612,PC871C1FC
3249,2,4013,PCE5BA2CE
3250,2,4325,PC8FC83B3
3251,4,4945,PC95BD14B
3252,2,4531,PC857F4A0
3253,2,4939,PCF263A5E
3254,2,4774,PCEBE834B
3255,2,4629,PCC5E1C04
3256,2,4576,PC394C979
3257,2,4363,PC62E1338
3258,2,4019,PC63FF017
3259,2,4887,PC81776BA
3260,4,4328,PC3777B8E
3261,4,4949,PC86E9EB7
3262,4,4515,PC6A1B37B
3263,2,4149,PC99F9ABD
3264,4,4744,PC78EF0B5
3265,2,4658,PC1A58039
3266,4,4966,PC4E6422C
3267,4,4089,PC3CCA187
3268,2,4787,PC1BDA119
3269,2,4684,PCA76178F
3270,2,4345,PCAC01231
3271,2,4086,PC23E470D
3272,2,4292,PCF733A7C
3273,2,4507,PC11DCA73
3274,2,4120,PC6700C62
3275,2,4024,PC91E3A87
3276,2,4371,PC7E22FD8
3277,4,4851,PC0954183
3278,2,4273,PC0EF5BA6
3279,2,4540,PC5CAF0A7
3280,2,4973,PC9C7C18E
3281,2,4053,PC5F1CD83
3282,2,4550,PC21A1833
3283,2,4165,PC0D2B95C
3284,4,4354,PC0671DD4
3285,2,4298,PC3E474F6
3286,2,4903,PCC3BCE65
3287,2,4265,PC5B2AFFA
3288,2,4554,PC23BA77A
3289,4,4054,PC7E79FA0
3290,4,4331,PC47300D9
3291,2,4774,PCEBE834B
3292,2,4575,PC84D9FC1
3293,4,4489,PCEFF6088
3294,2,4139,PC924C594
3295,2,4605,PCEB27C63
3296,2,4526,PCCB07C68
3297,2,4901,PCE32D2F9
3298,2,5000,PCFE7F7FE
3299,2,4339,PCDE1D204
3300,2,5009,PC70886EC
3301,4,4040,PCB335328
3302,2,4281,PC2804C85
3303,2,4581,PCC347465
3304,2,4115,PCF5D4B0A
3305,2,4940,PC8AB18BE
3306,4,4846,PCBABD060
3307,2,4621,PC9FB4E82
3308,2,4601,PCC932802
3309,2,4752,PC99A4177
3310,2,4722,PC035B71E
3311,4,4621,PC9FB4E82
3312,2,4714,PC9B747F8
3313,2,4078,PC8473A64
3314,4,4810,PC2CA4087
3315,2,4335,PC76935F9
3316,4,4623,PCAA67227
3317,2,4516,PCF7F25B7
3318,2,4344,PC417B8DF
3319,2,4639,PC879E7AB
3320,2,4449,PCAACD453
3321,2,4286,PC12BE494
3322,4,4742,PC05B8749
3323,2,4879,PCC90A061
3324,4,4878,PC08F56A1
3325,2,4722,PC035B71E
3326,2,4134,PC767BBB2
3327,2,4111,PC07F012A
3328,2,4971,PC0BD172F
3329,2,4381,PC9DD9DCD
3330,2,4334,PCCB383F8
3331,4,4292,PCF733A7C
3332,4,4249,PC6D2FAD0
3333,2,4393,PC93CE517
3334,2,4803,PC2BBEEDC
3335,2,4739,PC07289CF
3336,2,4410,PC6EFC03B
3337,4,4880,PC5A27CDE
3338,4,4167,PC8453073
3339,2,4351,PC4E572D8
3340,2,4194,PC96AD1EB
3341,2,4033,PC783B5FC
3342,2,4611,PC2EBEAB9
3343,4,4661,PC1585DF2
3344,2,4912,PC526B1EC
3345,2,4818,PCF243BF3
3346,2,4120,PC6700C62
3347,4,4935,PC327D635
3348,2,4094,PC53A52CB
3349,4,4274,PC88EA64E
3350,4,4212,PC422A6D1
3351,2,4608,PCACD1BEE
3352,2,4631,PCFFF6463
